id_venta,id_cliente,id_producto,id_vendedor,fecha_venta,cantidad,precio_unitario,canal,region,estado_entrega
9073,543,15,24,2025-07-23,1,234.59,TIENDA,Centro,ENTREGADO
9074,502,15,28,2023-12-10,5,330.36,WEB,Sur,PENDIENTE
9075,650,14,34,2024-08-02,3,246.86,TIENDA,Centro,ENTREGADO
9076,492,5,3,2025-06-11,4,77.57,WEB,Sur,PENDIENTE
9077,21,6,26,2024-11-06,4,46.1,WEB,Sur,PENDIENTE
9078,234,31,22,2025-06-02,1,189.33,TIENDA,Sur,PENDIENTE
9079,714,26,32,2023-06-03,1,415.46,TIENDA,Centro,CANCELADO
9080,791,25,43,2023-06-16,1,390.82,TIENDA,Norte,PENDIENTE
9081,643,39,36,2025-06-08,4,464.72,APP,Centro,ENTREGADO
9082,416,40,14,2023-05-29,2,287.99,WEB,Sur,PENDIENTE
9083,148,15,37,2023-07-03,1,233.39,WEB,Norte,CANCELADO
9084,29,6,3,2025-02-26,2,401.52,APP,Centro,CANCELADO
9085,361,1,28,2024-12-30,2,260.54,APP,Norte,PENDIENTE
9086,308,7,26,2023-02-22,1,124.84,APP,Norte,CANCELADO
9087,162,4,40,2024-03-05,2,499.72,TIENDA,Norte,ENTREGADO
9088,61,1,10,2023-11-12,2,49.37,APP,Sur,PENDIENTE
9089,125,2,44,2023-11-13,2,459.93,WEB,Sur,ENTREGADO
9090,456,34,26,2025-01-17,3,110.16,TIENDA,Centro,ENTREGADO
9091,71,35,40,2025-02-26,5,446.43,TIENDA,Sur,CANCELADO
9092,466,13,23,2024-04-01,1,468.43,TIENDA,Norte,CANCELADO
9093,243,17,7,2023-10-23,3,394.23,WEB,Sur,ENTREGADO
9094,490,10,34,2024-10-03,1,472.21,TIENDA,Norte,PENDIENTE
9095,761,3,12,2023-07-05,5,352.66,WEB,Centro,CANCELADO
9096,221,4,22,2023-05-01,2,187.86,APP,Sur,CANCELADO
9097,473,25,11,2025-07-09,3,460.0,WEB,Centro,PENDIENTE
9098,533,37,9,2023-05-15,1,38.35,WEB,Centro,PENDIENTE
9099,494,38,5,2023-07-27,2,129.56,APP,Centro,CANCELADO
9100,82,29,6,2023-01-04,4,442.09,TIENDA,Centro,ENTREGADO
9101,522,1,7,2024-09-29,3,337.03,APP,Sur,CANCELADO
9102,12,30,46,2025-02-22,3,412.65,WEB,Norte,ENTREGADO
9103,263,39,18,2023-09-17,4,247.41,TIENDA,Sur,CANCELADO
9104,657,10,15,2023-01-13,2,400.47,WEB,Centro,CANCELADO
9105,449,29,1,2024-04-14,5,209.82,WEB,Norte,ENTREGADO
9106,192,32,48,2024-05-24,4,141.41,TIENDA,Norte,CANCELADO
9107,762,1,15,2025-05-25,4,376.21,WEB,Centro,ENTREGADO
9108,114,17,9,2024-05-25,1,121.38,APP,Norte,ENTREGADO
9109,26,12,7,2024-07-10,3,143.09,WEB,Centro,PENDIENTE
9110,783,2,44,2025-04-06,5,59.28,TIENDA,Norte,PENDIENTE
9111,499,9,9,2023-01-06,5,315.91,WEB,Sur,ENTREGADO
9112,508,12,44,2024-09-14,5,229.27,WEB,Norte,PENDIENTE
9113,545,25,11,2025-06-22,3,403.33,APP,Centro,PENDIENTE
9114,62,36,3,2024-05-20,5,20.92,WEB,Norte,ENTREGADO
9115,229,35,13,2023-09-01,1,64.7,WEB,Norte,CANCELADO
9116,607,22,5,2023-08-11,2,344.94,WEB,Centro,ENTREGADO
9117,35,33,32,2024-08-25,1,117.65,APP,Sur,ENTREGADO
9118,705,21,22,2024-11-06,2,238.69,TIENDA,Norte,ENTREGADO
9119,456,40,50,2024-05-02,3,224.62,APP,Sur,ENTREGADO
9120,588,22,43,2024-04-09,4,46.0,WEB,Sur,CANCELADO
9121,502,28,26,2024-02-24,4,445.9,APP,Norte,ENTREGADO
9122,761,4,3,2024-03-28,5,313.98,APP,Centro,PENDIENTE
9123,595,26,41,2023-03-23,5,117.81,WEB,Sur,CANCELADO
9124,25,23,8,2024-09-07,3,43.09,TIENDA,Centro,ENTREGADO
9125,569,23,24,2024-09-06,4,35.35,WEB,Centro,CANCELADO
9126,32,8,40,2023-01-07,2,355.23,TIENDA,Norte,ENTREGADO
9127,12,32,13,2023-09-08,3,465.25,APP,Centro,ENTREGADO
9128,319,39,11,2025-06-22,4,385.99,APP,Sur,PENDIENTE
9129,604,1,38,2024-07-14,2,227.91,APP,Sur,CANCELADO
9130,1,30,45,2023-10-12,5,488.11,APP,Norte,ENTREGADO
9131,435,28,43,2024-09-26,5,78.8,WEB,Sur,PENDIENTE
9132,136,17,14,2024-10-05,4,107.08,WEB,Sur,CANCELADO
9133,196,23,46,2024-07-24,2,418.66,TIENDA,Centro,ENTREGADO
9134,133,38,5,2025-04-19,3,96.41,WEB,Sur,CANCELADO
9135,86,24,47,2025-04-25,4,92.89,WEB,Sur,PENDIENTE
9136,476,22,13,2023-08-01,4,283.94,TIENDA,Centro,CANCELADO
9137,791,5,24,2023-02-20,1,415.47,APP,Centro,PENDIENTE
9138,324,25,16,2023-07-09,1,205.01,APP,Norte,PENDIENTE
9139,180,7,29,2023-06-01,1,261.92,TIENDA,Centro,CANCELADO
9140,516,22,19,2023-02-26,4,481.26,TIENDA,Sur,CANCELADO
9141,638,37,17,2024-10-30,2,136.53,APP,Centro,ENTREGADO
9142,175,34,31,2023-12-24,3,172.57,TIENDA,Centro,PENDIENTE
9143,763,36,48,2023-02-07,3,137.22,WEB,Centro,ENTREGADO
9144,21,40,29,2023-05-29,5,253.72,APP,Sur,ENTREGADO
9145,105,20,32,2025-05-24,4,124.18,WEB,Sur,CANCELADO
9146,578,37,46,2023-02-03,1,151.57,TIENDA,Sur,ENTREGADO
9147,443,17,17,2024-11-14,3,469.37,APP,Norte,CANCELADO
9148,775,4,7,2024-08-14,2,120.45,APP,Centro,ENTREGADO
9149,49,18,38,2025-05-08,2,394.53,WEB,Sur,CANCELADO
9150,528,28,5,2024-09-09,4,231.48,APP,Norte,PENDIENTE
9151,145,16,24,2023-11-02,2,147.36,WEB,Norte,CANCELADO
9152,340,8,33,2023-12-06,5,144.37,APP,Centro,ENTREGADO
9153,762,18,48,2025-07-31,4,114.8,WEB,Sur,PENDIENTE
9154,354,29,23,2023-03-31,4,228.82,WEB,Norte,CANCELADO
9155,75,40,14,2023-02-20,5,178.9,TIENDA,Centro,CANCELADO
9156,794,16,34,2023-04-22,5,242.87,WEB,Norte,CANCELADO
9157,578,30,4,2024-03-02,2,275.26,WEB,Sur,PENDIENTE
9158,637,34,1,2023-07-02,1,24.66,WEB,Centro,CANCELADO
9159,319,30,2,2023-06-15,3,404.43,APP,Sur,CANCELADO
9160,87,21,29,2024-11-19,4,377.3,TIENDA,Centro,CANCELADO
9161,553,22,9,2023-10-19,4,170.3,APP,Norte,CANCELADO
9162,698,25,28,2024-09-17,3,199.81,WEB,Norte,CANCELADO
9163,778,22,33,2024-11-07,2,484.88,TIENDA,Sur,ENTREGADO
9164,783,28,23,2024-12-09,3,380.51,APP,Centro,ENTREGADO
9165,42,39,20,2024-12-17,1,81.5,TIENDA,Norte,PENDIENTE
9166,93,33,31,2024-09-01,2,57.12,APP,Sur,ENTREGADO
9167,697,2,48,2024-08-09,4,482.15,APP,Centro,CANCELADO
9168,727,4,46,2025-03-17,3,364.37,TIENDA,Sur,CANCELADO
9169,507,16,45,2024-07-29,3,455.2,WEB,Sur,PENDIENTE
9170,529,12,26,2023-07-01,2,227.72,TIENDA,Centro,CANCELADO
9171,265,17,31,2024-04-11,4,231.71,APP,Norte,CANCELADO
9172,626,36,32,2025-02-06,3,21.07,WEB,Centro,ENTREGADO
9173,292,16,47,2024-08-15,5,495.47,APP,Centro,ENTREGADO
9174,464,39,50,2024-01-04,3,385.25,TIENDA,Centro,ENTREGADO
9175,560,23,35,2023-02-06,3,175.33,APP,Norte,CANCELADO
9176,97,8,15,2023-04-06,1,262.63,WEB,Sur,ENTREGADO
9177,95,9,15,2025-02-25,1,161.88,TIENDA,Sur,CANCELADO
9178,326,14,37,2023-11-03,3,61.31,WEB,Sur,CANCELADO
9179,74,9,45,2023-11-27,3,300.69,TIENDA,Centro,PENDIENTE
9180,336,26,25,2024-01-13,1,284.81,APP,Centro,ENTREGADO
9181,68,36,20,2025-07-08,5,257.04,TIENDA,Centro,PENDIENTE
9182,758,3,48,2024-01-24,4,499.73,APP,Norte,PENDIENTE
9183,77,10,22,2025-04-19,2,453.31,APP,Norte,CANCELADO
9184,208,25,20,2023-03-11,3,319.05,APP,Norte,ENTREGADO
9185,766,4,15,2025-02-15,4,170.35,TIENDA,Centro,CANCELADO
9186,221,30,30,2024-03-13,3,90.56,TIENDA,Norte,ENTREGADO
9187,262,11,14,2025-05-13,1,425.27,APP,Centro,CANCELADO
9188,410,19,41,2024-07-17,3,95.61,TIENDA,Norte,CANCELADO
9189,331,13,21,2023-03-08,4,48.13,TIENDA,Norte,PENDIENTE
9190,344,36,50,2023-10-27,2,362.3,WEB,Sur,ENTREGADO
9191,771,3,17,2024-04-27,1,141.53,APP,Norte,PENDIENTE
9192,74,14,5,2023-05-18,5,451.29,TIENDA,Norte,PENDIENTE
9193,637,10,15,2023-05-05,3,447.24,APP,Sur,PENDIENTE
9194,700,38,43,2024-12-12,2,295.18,WEB,Centro,CANCELADO
9195,254,40,27,2025-05-30,4,374.93,WEB,Centro,PENDIENTE
9196,747,27,44,2023-10-09,1,76.77,WEB,Centro,ENTREGADO
9197,762,24,39,2023-12-04,2,312.6,TIENDA,Sur,CANCELADO
9198,332,16,20,2024-06-23,5,260.12,WEB,Norte,PENDIENTE
9199,398,10,41,2024-02-28,3,141.11,APP,Sur,CANCELADO
9200,345,27,35,2024-06-21,1,449.94,WEB,Sur,PENDIENTE
9201,584,7,17,2023-08-03,2,440.06,WEB,Norte,CANCELADO
9202,747,28,9,2024-12-13,4,413.17,WEB,Centro,CANCELADO
9203,668,26,43,2023-08-03,4,439.18,TIENDA,Sur,PENDIENTE
9204,455,18,46,2024-09-18,5,467.7,TIENDA,Norte,ENTREGADO
9205,115,13,42,2023-03-01,3,288.27,APP,Sur,ENTREGADO
9206,313,8,4,2023-04-22,5,268.67,APP,Sur,ENTREGADO
9207,228,27,16,2024-08-08,2,473.74,WEB,Sur,ENTREGADO
9208,245,14,16,2025-01-17,1,448.79,TIENDA,Norte,PENDIENTE
9209,526,6,29,2024-10-06,1,302.02,TIENDA,Norte,ENTREGADO
9210,528,20,44,2024-06-25,2,82.22,TIENDA,Sur,PENDIENTE
9211,427,28,32,2023-03-31,1,384.58,APP,Centro,CANCELADO
9212,42,23,32,2024-05-10,2,103.41,WEB,Norte,CANCELADO
9213,465,12,38,2025-01-11,5,431.34,WEB,Sur,CANCELADO
9214,622,24,39,2024-12-06,3,355.26,TIENDA,Sur,ENTREGADO
9215,278,22,40,2024-09-11,4,279.0,WEB,Centro,PENDIENTE
9216,19,26,38,2025-03-18,4,476.9,APP,Norte,CANCELADO
9217,66,22,39,2024-12-24,4,339.78,APP,Centro,ENTREGADO
9218,167,7,41,2023-10-22,1,130.23,TIENDA,Centro,ENTREGADO
9219,585,15,16,2024-03-13,5,148.09,APP,Centro,PENDIENTE
9220,403,30,45,2024-09-15,5,103.56,WEB,Sur,CANCELADO
9221,409,4,15,2025-05-18,4,445.34,WEB,Centro,CANCELADO
9222,112,6,18,2023-11-21,5,156.31,WEB,Norte,PENDIENTE
9223,274,2,4,2023-09-23,2,478.26,TIENDA,Centro,ENTREGADO
9224,407,31,37,2024-06-22,4,239.23,WEB,Sur,ENTREGADO
9225,373,24,40,2024-08-11,4,434.32,TIENDA,Centro,PENDIENTE
9226,597,35,4,2024-09-30,3,232.02,WEB,Norte,ENTREGADO
9227,651,31,17,2023-12-29,4,479.73,APP,Sur,PENDIENTE
9228,39,25,17,2023-05-13,1,397.78,WEB,Centro,CANCELADO
9229,105,8,34,2024-09-21,2,469.81,WEB,Sur,ENTREGADO
9230,324,12,48,2024-07-30,5,416.47,WEB,Norte,PENDIENTE
9231,793,2,19,2024-05-23,1,341.73,APP,Centro,ENTREGADO
9232,414,15,22,2024-06-16,2,449.88,WEB,Norte,PENDIENTE
9233,429,40,39,2025-01-16,3,67.75,WEB,Norte,ENTREGADO
9234,635,32,43,2024-10-09,4,222.78,WEB,Norte,PENDIENTE
9235,730,11,1,2024-05-24,5,236.49,WEB,Norte,CANCELADO
9236,61,17,18,2024-05-19,4,430.61,WEB,Centro,PENDIENTE
9237,612,21,39,2025-04-07,1,282.34,TIENDA,Centro,PENDIENTE
9238,307,22,28,2023-07-04,4,274.53,APP,Sur,PENDIENTE
9239,354,33,13,2025-06-23,2,154.65,APP,Sur,PENDIENTE
9240,393,29,35,2024-09-16,4,281.96,APP,Sur,ENTREGADO
9241,204,15,9,2023-08-27,4,458.01,TIENDA,Sur,CANCELADO
9242,258,21,17,2024-12-26,3,400.41,WEB,Centro,CANCELADO
9243,486,2,34,2023-10-25,4,376.67,WEB,Centro,ENTREGADO
9244,517,38,15,2023-07-18,3,352.41,APP,Norte,CANCELADO
9245,446,3,9,2023-01-02,1,215.22,APP,Sur,PENDIENTE
9246,709,25,39,2023-05-02,3,402.56,WEB,Norte,CANCELADO
9247,180,13,19,2023-01-25,3,173.92,TIENDA,Norte,ENTREGADO
9248,342,24,11,2024-04-21,1,424.16,APP,Norte,PENDIENTE
9249,133,31,24,2024-10-02,3,482.45,TIENDA,Centro,ENTREGADO
9250,443,15,21,2025-03-26,4,176.84,APP,Norte,CANCELADO
9251,253,6,18,2023-05-01,1,370.51,TIENDA,Sur,ENTREGADO
9252,265,10,26,2025-01-25,1,446.18,TIENDA,Norte,ENTREGADO
9253,93,9,49,2025-05-18,3,275.67,APP,Norte,ENTREGADO
9254,662,5,4,2023-08-01,3,399.24,WEB,Centro,CANCELADO
9255,411,19,2,2025-03-29,2,310.83,APP,Sur,CANCELADO
9256,138,20,17,2024-09-22,1,434.39,APP,Centro,ENTREGADO
9257,208,33,1,2024-02-29,5,443.19,APP,Norte,CANCELADO
9258,637,37,13,2024-02-28,4,330.26,WEB,Norte,CANCELADO
9259,746,31,10,2023-02-16,3,144.0,APP,Centro,CANCELADO
9260,573,39,17,2023-12-08,1,314.0,TIENDA,Sur,PENDIENTE
9261,307,13,21,2023-12-25,1,161.02,WEB,Centro,CANCELADO
9262,266,38,49,2024-07-27,4,30.56,WEB,Centro,CANCELADO
9263,646,6,43,2025-04-05,1,496.35,APP,Norte,CANCELADO
9264,318,8,9,2024-10-14,5,232.46,TIENDA,Centro,CANCELADO
9265,113,10,31,2023-08-06,2,240.84,TIENDA,Centro,PENDIENTE
9266,378,4,35,2023-01-12,4,282.91,TIENDA,Sur,ENTREGADO
9267,454,14,10,2024-10-17,5,383.18,TIENDA,Sur,ENTREGADO
9268,191,4,49,2023-07-26,1,383.56,TIENDA,Norte,PENDIENTE
9269,440,24,48,2024-12-07,1,285.42,TIENDA,Norte,PENDIENTE
9270,187,21,48,2023-10-16,3,410.26,APP,Sur,PENDIENTE
9271,367,10,15,2023-09-18,4,121.77,WEB,Sur,CANCELADO
9272,89,25,45,2025-03-20,2,427.44,APP,Sur,ENTREGADO
9273,187,6,2,2023-03-11,3,76.76,APP,Centro,PENDIENTE
9274,132,16,38,2023-11-12,1,334.9,APP,Norte,PENDIENTE
9275,635,28,3,2023-11-04,2,24.65,WEB,Centro,ENTREGADO
9276,560,36,26,2024-06-02,4,494.58,TIENDA,Sur,ENTREGADO
9277,800,33,33,2024-07-17,5,329.28,APP,Sur,CANCELADO
9278,376,30,49,2023-11-28,2,460.95,APP,Sur,PENDIENTE
9279,691,36,24,2025-02-24,3,291.61,WEB,Sur,ENTREGADO
9280,692,25,33,2023-01-07,5,497.4,WEB,Sur,CANCELADO
9281,99,13,30,2023-04-27,5,277.74,TIENDA,Centro,CANCELADO
9282,34,39,43,2024-12-03,2,221.4,APP,Sur,PENDIENTE
9283,582,15,4,2023-12-08,2,383.18,WEB,Centro,CANCELADO
9284,171,38,43,2023-12-16,3,70.02,WEB,Sur,ENTREGADO
9285,366,30,45,2024-02-10,2,145.01,WEB,Centro,CANCELADO
9286,784,14,22,2025-01-11,4,290.23,APP,Sur,ENTREGADO
9287,59,4,49,2024-08-05,5,214.39,TIENDA,Sur,ENTREGADO
9288,181,1,20,2024-09-22,5,255.01,TIENDA,Sur,PENDIENTE
9289,19,3,29,2023-01-30,3,429.75,APP,Sur,ENTREGADO
9290,226,36,21,2025-05-02,2,114.12,APP,Norte,CANCELADO
9291,473,4,45,2023-06-29,2,73.75,APP,Norte,ENTREGADO
9292,95,14,17,2023-07-18,5,244.55,APP,Norte,ENTREGADO
9293,297,25,2,2023-12-05,5,124.91,APP,Norte,ENTREGADO
9294,593,39,34,2025-05-03,3,28.75,APP,Norte,ENTREGADO
9295,175,3,22,2023-12-13,2,363.71,WEB,Norte,CANCELADO
9296,222,7,50,2024-11-19,1,225.72,APP,Centro,CANCELADO
9297,615,8,6,2024-05-05,2,363.63,WEB,Centro,ENTREGADO
9298,54,7,25,2025-07-27,3,118.77,APP,Centro,ENTREGADO
9299,695,25,2,2024-04-30,5,165.24,APP,Sur,CANCELADO
9300,403,17,43,2025-03-27,5,333.25,WEB,Centro,CANCELADO
9301,318,26,17,2023-02-06,1,342.8,APP,Centro,ENTREGADO
9302,349,4,9,2024-10-23,1,379.05,WEB,Norte,ENTREGADO
9303,443,18,20,2023-05-20,3,69.95,APP,Norte,ENTREGADO
9304,580,4,37,2024-05-08,2,415.34,TIENDA,Sur,ENTREGADO
9305,540,17,15,2023-06-09,5,302.64,TIENDA,Sur,CANCELADO
9306,786,17,26,2024-10-04,4,77.41,WEB,Centro,PENDIENTE
9307,282,25,25,2024-04-16,4,230.51,WEB,Sur,PENDIENTE
9308,360,3,31,2025-07-02,4,201.67,WEB,Norte,CANCELADO
9309,631,12,30,2025-06-04,5,102.12,WEB,Norte,PENDIENTE
9310,646,27,49,2024-07-03,5,438.17,APP,Norte,CANCELADO
9311,641,17,10,2025-07-06,4,286.3,TIENDA,Norte,PENDIENTE
9312,8,22,38,2023-12-10,1,239.64,TIENDA,Norte,CANCELADO
9313,563,39,45,2024-04-18,4,101.52,APP,Centro,PENDIENTE
9314,491,39,21,2025-03-13,1,310.57,APP,Norte,ENTREGADO
9315,341,36,48,2025-04-13,3,78.93,WEB,Norte,PENDIENTE
9316,472,16,24,2024-02-28,4,273.59,APP,Norte,CANCELADO
9317,793,37,34,2025-01-30,4,172.21,WEB,Centro,CANCELADO
9318,687,29,28,2023-02-27,1,297.48,WEB,Centro,PENDIENTE
9319,695,14,37,2025-05-05,1,346.74,TIENDA,Norte,PENDIENTE
9320,704,7,24,2024-06-17,1,474.67,WEB,Sur,ENTREGADO
9321,249,28,29,2023-11-03,3,313.61,WEB,Norte,CANCELADO
9322,235,13,17,2024-08-01,4,182.22,WEB,Centro,CANCELADO
9323,83,16,39,2025-01-12,1,422.18,WEB,Sur,PENDIENTE
9324,93,21,24,2024-11-25,3,346.64,APP,Centro,ENTREGADO
9325,394,4,17,2023-11-20,3,220.42,APP,Norte,PENDIENTE
9326,268,39,37,2024-07-22,5,46.61,WEB,Norte,CANCELADO
9327,417,35,6,2024-07-02,1,413.84,APP,Sur,CANCELADO
9328,632,15,42,2023-01-20,1,371.76,TIENDA,Centro,CANCELADO
9329,583,26,37,2023-08-02,1,243.05,TIENDA,Centro,PENDIENTE
9330,529,7,46,2024-08-14,5,290.88,APP,Sur,CANCELADO
9331,253,18,31,2024-12-02,1,391.37,TIENDA,Centro,CANCELADO
9332,122,25,20,2023-12-06,1,247.1,TIENDA,Centro,ENTREGADO
9333,10,37,46,2025-03-29,3,332.57,TIENDA,Centro,ENTREGADO
9334,799,21,2,2025-07-27,1,250.24,APP,Centro,ENTREGADO
9335,316,8,41,2025-06-28,4,319.7,APP,Norte,PENDIENTE
9336,273,20,18,2025-03-25,2,265.03,TIENDA,Centro,CANCELADO
9337,306,18,50,2023-12-29,1,146.53,APP,Centro,PENDIENTE
9338,210,19,22,2023-03-09,3,322.34,WEB,Norte,ENTREGADO
9339,730,3,41,2023-06-02,5,249.05,WEB,Sur,ENTREGADO
9340,753,38,37,2023-10-15,5,149.66,TIENDA,Sur,CANCELADO
9341,464,18,26,2025-05-10,2,437.71,APP,Sur,PENDIENTE
9342,712,27,50,2023-02-01,3,188.33,WEB,Sur,ENTREGADO
9343,728,15,12,2023-12-14,1,170.97,APP,Sur,PENDIENTE
9344,717,21,6,2024-01-20,5,43.77,WEB,Sur,ENTREGADO
9345,416,22,17,2024-10-03,5,87.59,APP,Centro,CANCELADO
9346,216,8,14,2024-07-01,4,217.17,WEB,Norte,ENTREGADO
9347,80,11,10,2025-05-12,2,293.25,APP,Centro,PENDIENTE
9348,779,12,26,2023-06-19,4,52.7,APP,Norte,ENTREGADO
9349,480,39,3,2024-08-07,5,305.41,WEB,Norte,ENTREGADO
9350,547,27,42,2024-09-12,1,295.42,WEB,Norte,PENDIENTE
9351,18,35,46,2024-02-03,1,44.67,TIENDA,Centro,PENDIENTE
9352,165,2,15,2023-07-11,4,335.55,APP,Sur,CANCELADO
9353,525,35,16,2024-09-01,1,394.63,WEB,Norte,CANCELADO
9354,202,31,38,2023-04-30,2,360.5,TIENDA,Sur,PENDIENTE
9355,741,8,14,2025-06-04,4,177.14,APP,Centro,PENDIENTE
9356,346,20,36,2025-03-12,3,44.28,WEB,Norte,ENTREGADO
9357,366,8,13,2025-02-08,1,293.91,WEB,Centro,ENTREGADO
9358,448,4,27,2023-11-12,1,347.04,TIENDA,Centro,ENTREGADO
9359,513,31,8,2024-12-23,3,429.8,TIENDA,Norte,CANCELADO
9360,319,32,23,2025-05-28,2,35.92,APP,Sur,ENTREGADO
9361,217,13,41,2023-11-19,4,157.08,APP,Sur,PENDIENTE
9362,34,22,11,2024-12-27,4,25.21,TIENDA,Sur,CANCELADO
9363,266,26,5,2023-02-02,2,214.9,WEB,Norte,ENTREGADO
9364,640,17,5,2023-10-06,4,133.1,TIENDA,Sur,CANCELADO
9365,724,29,25,2024-02-28,1,55.6,APP,Norte,ENTREGADO
9366,775,27,18,2023-03-30,2,383.71,WEB,Norte,ENTREGADO
9367,80,22,48,2024-05-23,1,330.08,WEB,Norte,CANCELADO
9368,677,18,24,2025-06-17,1,223.81,APP,Sur,ENTREGADO
9369,413,5,9,2023-09-01,1,98.97,TIENDA,Centro,PENDIENTE
9370,252,12,43,2024-01-16,3,283.77,WEB,Norte,CANCELADO
9371,12,2,11,2024-04-07,2,128.94,APP,Sur,PENDIENTE
9372,401,7,14,2025-04-29,1,122.69,TIENDA,Centro,PENDIENTE
9373,724,26,42,2023-11-06,2,244.79,APP,Centro,CANCELADO
9374,282,39,9,2023-08-10,5,134.19,WEB,Sur,ENTREGADO
9375,112,15,5,2024-06-21,1,278.84,APP,Centro,ENTREGADO
9376,723,33,27,2023-11-06,4,38.42,WEB,Centro,ENTREGADO
9377,378,3,11,2023-06-29,5,140.08,WEB,Centro,ENTREGADO
9378,751,2,28,2023-04-25,4,354.54,APP,Norte,PENDIENTE
9379,268,17,9,2024-01-19,5,99.01,WEB,Centro,PENDIENTE
9380,298,1,13,2025-03-14,3,318.58,APP,Norte,PENDIENTE
9381,317,36,19,2023-02-08,3,29.95,WEB,Norte,CANCELADO
9382,570,17,8,2025-03-07,5,331.99,APP,Norte,PENDIENTE
9383,509,2,4,2023-07-26,5,334.89,WEB,Norte,ENTREGADO
9384,546,33,44,2025-07-24,2,158.02,TIENDA,Centro,PENDIENTE
9385,775,29,25,2023-04-05,3,367.39,WEB,Norte,CANCELADO
9386,365,6,7,2024-03-30,2,109.28,APP,Centro,PENDIENTE
9387,547,36,27,2024-06-02,4,210.31,TIENDA,Norte,PENDIENTE
9388,271,24,40,2023-01-26,3,454.88,TIENDA,Sur,PENDIENTE
9389,474,11,23,2025-03-29,2,391.52,TIENDA,Sur,PENDIENTE
9390,739,5,40,2024-05-09,1,428.88,TIENDA,Centro,PENDIENTE
9391,537,30,29,2025-07-15,4,201.96,APP,Sur,CANCELADO
9392,234,10,36,2024-05-27,3,489.12,WEB,Centro,CANCELADO
9393,59,37,10,2023-06-07,1,335.44,TIENDA,Norte,CANCELADO
9394,251,27,32,2023-07-14,5,20.78,TIENDA,Norte,ENTREGADO
9395,86,27,47,2023-12-15,1,55.34,APP,Sur,ENTREGADO
9396,763,24,23,2024-05-10,5,354.98,TIENDA,Sur,PENDIENTE
9397,390,3,40,2025-01-20,5,473.96,APP,Centro,ENTREGADO
9398,180,38,47,2025-06-13,5,376.7,TIENDA,Norte,CANCELADO
9399,719,26,48,2024-06-20,5,270.13,TIENDA,Norte,CANCELADO
9400,149,39,24,2023-11-14,4,116.06,APP,Sur,PENDIENTE
9401,583,18,21,2025-03-05,5,404.88,WEB,Centro,CANCELADO
9402,121,3,39,2023-12-02,5,295.47,APP,Sur,CANCELADO
9403,765,38,40,2023-05-27,5,100.7,TIENDA,Centro,CANCELADO
9404,605,25,29,2025-02-26,3,124.53,WEB,Centro,ENTREGADO
9405,256,13,45,2025-06-11,2,205.35,TIENDA,Centro,CANCELADO
9406,766,25,45,2023-04-11,1,191.22,WEB,Sur,PENDIENTE
9407,800,24,27,2025-04-21,1,215.04,APP,Sur,CANCELADO
9408,309,16,34,2024-06-12,2,209.3,TIENDA,Sur,PENDIENTE
9409,59,11,26,2024-11-23,4,404.31,TIENDA,Sur,ENTREGADO
9410,69,21,15,2023-05-16,5,129.93,TIENDA,Sur,PENDIENTE
9411,446,31,6,2023-07-30,3,132.75,TIENDA,Centro,PENDIENTE
9412,388,15,25,2025-01-11,1,44.86,APP,Norte,ENTREGADO
9413,86,36,18,2023-02-07,2,388.17,APP,Centro,ENTREGADO
9414,786,1,7,2024-04-15,5,287.93,WEB,Norte,ENTREGADO
9415,227,28,2,2024-02-01,1,173.04,WEB,Centro,ENTREGADO
9416,593,33,34,2024-12-31,1,281.49,APP,Sur,PENDIENTE
9417,626,3,1,2025-06-04,1,380.55,TIENDA,Sur,CANCELADO
9418,184,15,46,2024-06-18,5,271.56,WEB,Centro,CANCELADO
9419,792,33,2,2023-04-29,4,305.17,TIENDA,Sur,ENTREGADO
9420,322,32,42,2023-01-05,2,105.73,WEB,Norte,PENDIENTE
9421,318,23,36,2023-11-15,2,487.03,APP,Sur,ENTREGADO
9422,566,26,4,2023-02-15,1,432.85,WEB,Sur,PENDIENTE
9423,399,17,28,2024-12-04,4,163.08,TIENDA,Centro,PENDIENTE
9424,709,9,23,2025-05-18,4,52.11,TIENDA,Norte,ENTREGADO
9425,293,5,39,2024-08-31,5,269.51,TIENDA,Sur,CANCELADO
9426,293,29,20,2025-06-11,2,445.34,TIENDA,Sur,CANCELADO
9427,485,6,37,2023-03-31,1,26.97,TIENDA,Centro,ENTREGADO
9428,447,35,44,2023-12-08,1,291.14,APP,Norte,CANCELADO
9429,692,21,12,2024-04-23,4,30.64,WEB,Centro,ENTREGADO
9430,412,23,32,2025-06-29,3,29.91,TIENDA,Sur,PENDIENTE
9431,508,35,38,2023-02-17,5,227.36,APP,Sur,CANCELADO
9432,734,2,31,2023-04-16,4,401.08,APP,Sur,CANCELADO
9433,786,9,18,2024-06-17,5,32.32,TIENDA,Centro,PENDIENTE
9434,244,13,29,2025-02-23,4,267.54,APP,Sur,ENTREGADO
9435,420,34,34,2024-11-05,4,366.87,WEB,Sur,ENTREGADO
9436,154,16,29,2025-02-02,4,147.51,APP,Sur,ENTREGADO
9437,424,5,27,2023-11-16,3,290.11,TIENDA,Sur,CANCELADO
9438,273,1,31,2023-01-24,2,444.55,APP,Sur,ENTREGADO
9439,647,40,48,2024-08-14,1,413.92,TIENDA,Norte,ENTREGADO
